id,genre
954357,2
954360,0
954363,4
954366,2
955124,4
955210,1
955726,4
955731,5
955753,2
956104,0
957133,3
957136,2
957145,2
957733,1
957736,3
958551,4
958556,2
958560,1
958563,1
959074,2
959323,3
959326,4
959330,1
959334,4
959736,3
959740,3
959917,4
959920,4
959923,4
959926,4
959930,5
959934,4
959937,4
960234,3
960237,2
960242,3
960875,0
960878,1
961320,2
961323,2
961350,3
961353,3
961438,3
961441,4
961444,5
961448,3
961449,3
961665,5
961912,0
961915,5
961951,4
961953,3
961956,3
962231,0
962409,5
962412,5
962472,1
962575,1
962578,0
962581,0
962584,4
962998,4
963001,1
963004,4
963007,5
963072,0
963782,5
963786,4
963807,2
963810,2
963937,3
963940,0
964085,4
964088,3
964091,3
964094,3
964218,0
964453,0
964466,5
964726,0
964937,3
964951,1
965109,0
965112,2
965181,1
965502,0
965830,0
967765,4
968025,0
968295,2
968299,0
968302,2
968450,1
968464,5
968781,0
968959,5
969109,2
969735,3
969747,1
969960,3
970037,4
970040,5
970334,5
970354,1
970480,1
970541,2
970546,5
970746,2
970760,5
971022,5
971059,4
971622,4
971915,5
971918,4
972277,5
972280,5
972283,3
973041,5
973363,5
973814,2
973824,0
973827,0
973925,4
974046,4
974621,3
974625,1
974647,0
974650,4
974653,0
974656,4
974949,0
974962,0
975876,4
975969,5
976126,3
976129,3
976132,3
976142,0
976150,1
976180,4
976183,4
976186,3
976482,4
976485,4
976488,1
976491,4
976494,4
976497,4
976500,4
977012,2
977050,3
977053,2
977056,4
977111,4
977114,5
977117,5
977193,5
977238,1
977495,2
977588,5
977591,4
977698,0
978462,4
978531,5
978534,5
978537,5
978540,5
978543,5
978795,4
978798,4
978801,5
978804,5
978911,0
978979,5
978982,4
979226,2
979339,0
979348,3
979356,0
979359,1
979362,4
979365,4
979418,0
979423,5
979495,5
979577,2
979766,5
979803,4
979859,2
980070,2
980073,4
980076,4
980079,5
980458,4
980461,4
980624,4
980631,4
980655,3
980658,2
980661,3
980756,5
980810,1
980839,4
980857,0
980869,4
980876,3
981734,0
981835,4
981995,5
982661,5
982664,5
982667,4
982670,0
982678,5
982682,5
982687,5
982692,5
982706,0
982709,5
982717,4
982718,5
982721,3
982724,3
982727,2
982730,3
982896,2
983034,4
983037,2
983040,2
983044,5
983051,4
983071,4
983074,2
983077,0
983214,5
983217,4
983220,5
983224,5
983417,4
983420,4
984860,5
986132,5
986137,5
986140,5
987277,4
987291,2
987294,1
987806,0
987809,3
988122,3
988125,5
988371,2
988374,1
988725,3
988746,3
988780,4
988832,4
988854,4
988875,0
988889,2
988912,3
988927,4
989070,2
989091,3
989794,4
990204,3
990207,3
990210,4
990219,3
990901,4
991006,5
991080,5
991445,0
991448,2
991489,3
991773,4
992032,5
992066,2
992709,2
992712,2
992715,1
992771,2
992775,0
992778,0
992781,4
992882,1
992885,1
992889,4
993080,0
993117,5
993121,4
993124,4
993127,1
993407,0
993552,0
993772,3
993775,3
993912,1
994052,3
994082,4
994088,5
994385,3
994388,3
994391,3
994394,3
994397,3
994440,0
994443,0
994446,3
994449,1
994474,4
994477,4
994480,4
994483,5
994612,1
994930,4
994933,4
995256,3
995261,2
996137,2
996147,2
996152,0
996157,2
996158,3
996161,1
996164,1
996167,4
996468,4
996485,3
996745,5
996773,0
997132,5
997137,5
997149,5
997816,3
997868,1
997876,2
997880,4
997905,2
998113,2
998370,4
998373,4
998376,4
998446,5
998449,2
998452,1
998494,0
998638,5
998908,4
998911,4
998914,4
999077,2
999082,2
999564,1
999573,5
999835,5
999840,4
999850,5
1000237,4
1000240,3
1000243,4
1000809,5
1000812,5
1001206,2
1001209,3
1001232,4
1001388,0
1001917,0
1001921,2
1001927,1
1002092,4
1002538,0
1002598,0
1002824,2
1003011,3
1003015,2
1003200,2
1003204,5
1003689,0
1003692,0
1003982,3
1003985,2
1003988,3
1004225,1
1004326,5
1004572,2
1004829,3
1004834,4
1004875,0
1004878,0
1004980,4
1005516,1
1005586,4
1005838,5
1005841,5
1005844,5
1005864,1
1005867,1
1005870,0
1005873,4
1005914,0
1005917,5
1006330,5
1006382,0
1006549,5
1006550,1
1006725,0
1006728,0
1006731,0
1008247,4
1008262,4
1010808,2
1010811,2
1010889,4
1012430,0
1012434,5
1012697,0
1012702,5
1012953,3
1012961,4
1013001,2
1013004,2
1013007,2
1013853,3
1013857,3
1013860,3
1014166,1
1014240,0
1014243,0
1014310,1
1014317,5
1014320,5
1014415,4
1014418,4
1014678,5
1014715,4
1014721,2
1014724,4
1014860,2
1014867,3
1014873,2
1014879,0
1014882,2
1014885,4
1014948,5
1015088,0
1015093,4
1015099,5
1015198,0
1015201,3
1015303,2
1015307,2
1015310,3
1015313,3
1015316,3
1015579,2
1015590,1
1015593,0
1015596,2
1015705,3
1015710,4
1015714,5
1015717,5
1015746,2
1015750,1
1015762,3
1015765,3
1015777,5
1015780,5
1015783,1
1015786,5
1015789,0
1015793,0
1015814,4
1015817,4
1015820,4
1016097,4
1016126,5
1016129,4
1016168,3
1016171,3
1016174,3
1016251,1
1016256,0
1016259,1
1016639,0
1016646,0
1016736,4
1016739,4
1017190,1
1017193,3
1017262,3
1017265,3
1017392,5
1017395,4
1017398,2
1017550,5
1017553,5
1017556,5
1017726,3
1017729,4
1017925,4
1017977,4
1017980,3
1018033,0
1018054,0
1018061,5
1018065,0
1018068,4
1018269,0
1018274,1
1018435,4
1018438,3
1018442,3
1018509,0
1018512,4
1018515,3
1018518,3
1018656,5
1018661,4
1018666,4
1018671,1
1018676,4
1018679,3
1018682,2
1018685,0
1018688,1
1018691,1
1018947,1
1019224,5
1019227,1
1019603,0
1019606,1
1019815,1
1019818,0
1020057,0
1020265,3
1020307,4
1020310,5
1020313,5
1020316,5
1020324,4
1020454,0
1020594,4
1021097,2
1021223,4
1021259,2
1021262,2
1021329,4
1021333,4
1021337,4
1021340,4
1021350,5
1021353,5
1021356,4
1021554,4
1021561,5
1021579,5
1021582,5
1021585,5
1021662,2
1021675,4
1021678,3
1021681,5
1021684,1
1021687,3
1021690,3
1021693,1
1021699,0
1021702,5
1021705,4
1022579,0
1022680,2
1023012,5
1023053,3
1023056,3
1023060,3
1023063,4
1023102,3
1023105,3
1023214,2
1023526,1
1023529,5
1023532,4
1023736,2
1023740,4
1023743,2
1023746,3
1023996,3
1024166,1
1024169,5
1024899,5
1024902,3
1025173,2
1025176,2
1026209,4
1026212,0
1026239,3
1026242,3
1026858,1
1027211,2
1027228,5
1027231,5
1027277,1
1027282,4
1027388,1
1027400,1
1027468,0
1027477,1
1027485,5
1027490,3
1027496,3
1027587,3
1027591,1
1027594,1
1027597,4
1027601,3
1027604,3
1027607,3
1027610,5
1027613,3
1027616,2
1027619,3
1027622,3
1028059,5
1028062,0
1028065,4
1028601,2
1028604,2
1028607,1
1028610,1
1028738,4
1028741,5
1028762,5
1028940,4
1028943,4
1028946,5
1028949,4
1028952,4
1028955,3
1029023,2
1029026,1
1029029,1
1029355,5
1029369,5
1029372,4
1029375,4
1029643,5
1029646,2
1029649,3
1029653,4
1029687,2
1029764,4
1029789,4
1029822,5
1029868,4
1029911,3
1029933,5
1029936,3
1029939,4
1029964,0
1029972,3
1030087,0
1030092,0
1030095,4
1030098,0
1030289,0
1030292,4
1030385,2
1030729,5
1030774,2
1030777,3
1030779,5
1030791,4
1030794,0
1031121,5
1031155,5
1031221,5
1031224,5
1031253,5
1031257,5
1031260,4
1031263,4
1031266,4
1031269,5
1031464,3
1031467,2
1031470,4
1031682,4
1031768,0
1031771,0
1031774,0
1032043,5
1032162,3
1032165,2
1032204,4
1032207,1
1032285,1
1032292,1
1032445,5
1032448,4
1032472,2
1032476,2
1032479,4
1032482,2
1032485,5
1032575,5
1032578,4
1032587,5
1033010,0
1033065,0
1033068,0
1033288,5
1033393,5
1033471,0
1033475,1
1033478,4
1033586,4
1033687,5
1033691,5
1033694,1
1033716,1
1033719,2
1033873,1
1033876,3
1033955,1
1033958,0
1033961,5
1033964,0
1034006,3
1034009,2
1034173,4
1034176,3
1034469,2
1034472,2
1034475,0
1034478,3
1034481,3
1034498,4
1034501,3
1034556,2
1034566,2
1034569,4
1034575,2
1034578,5
1034583,1
1034586,5
1034589,2
1034592,0
1034848,1
1035199,5
1035202,0
1035765,5
1035773,4
1035783,5
1036000,0
1036048,4
1036338,4
1036342,5
1036345,1
1036379,1
1036382,2
1036385,3
1036473,4
1036476,3
1036479,3
1036972,2
1036985,2
1037096,5
1037203,5
1037208,5
1037258,1
1037262,0
1037418,5
1037421,4
1037424,4
1037656,0
1037659,4
1037981,4
1038210,2
1038234,2
1038240,4
1038243,5
1038733,0
1038738,0
1038742,0
1038945,0
1039053,2
1039060,2
1039063,2
1039078,5
1039083,2
1039086,2
1039186,4
1039190,5
1039193,2
1039202,3
1039207,3
1039212,4
1039268,0
1039427,3
1039743,2
1039855,3
1040068,0
1040075,2
1040078,0
1040081,0
1040084,1
1040243,4
1040252,3
1040308,5
1040312,5
1040315,2
1040318,1
1040562,3
1040565,4
1040722,3
1040725,2
1040728,2
1040732,3
1040735,2
1040738,3
1040741,5
1040744,2
1040748,3
1040827,3
1040835,3
1040849,3
1040852,1
1040860,3
1040863,3
1040869,3
1041077,0
1041091,0
1041256,3
1041259,3
1041262,2
1041265,1
1041362,1
1041673,3
1041678,4
1041734,2
1041742,3
1041875,4
1042079,3
1042082,3
1042085,4
1042113,4
1042116,5
1042626,5
1042629,5
1042653,3
1042658,1
1042661,0
1042664,0
1043565,3
1043609,4
1043612,4
1043620,3
1043994,0
1043997,1
1044457,3
1044460,3
1044463,3
1044502,3
1044707,5
1044713,0
1044916,0
1044921,0
1045005,0
1045009,0
1045012,1
1045184,4
1045188,4
1045307,3
1045310,2
1045313,3
1045328,5
1045351,0
1045354,1
1045357,0
1045360,1
1045500,4
1045504,4
1045507,4
1045607,2
1045695,1
1045703,2
1046809,2
1046812,4
1047062,3
1047065,4
1047224,4
1047332,2
1047547,1
1047550,2
1048078,5
1048083,5
1048213,4
1048222,4
1048363,4
1048456,5
1048470,0
1048571,5
1048574,3
1048577,4
1048580,5
1048584,5
1048588,2
1049192,5
1049368,5
1049371,4
1049374,1
1049377,5
1049381,0
1049386,2
1049819,2
1049838,2
1049841,5
1049930,0
1049958,4
1049961,3
1050236,2
1050239,0
1050345,3
1050348,4
1050384,1
1050388,2
1050505,3
1050508,5
1050584,1
1050589,2
1050594,5
1050597,3
1050608,0
1051743,3
1051756,3
1051759,3
1051762,3
1051765,3
1051832,5
1051835,2
1051838,2
1051841,1
1052224,5
1052227,2
1052230,0
1052233,4
1052293,2
1052472,3
1052548,2
1052840,2
1052843,5
1052896,0
1052899,0
1052942,2
1052992,0
1052995,5
1052997,4
1053000,0
1053043,5
1053046,1
1053049,5
1053072,5
1053771,0
1053978,5
1054013,0
1054016,2
1054250,4
1054259,2
1054702,0
1055401,3
1055409,4
1055419,4
1055422,4
1055499,0
1055502,4
1055505,5
1055520,0
1055524,2
1055826,4
1055892,2
1055897,1
1055900,4
1056390,2
1056407,1
1056430,3
1056705,1
1056979,4
1057240,5
1059769,4
1061594,3
1061597,5
